sheet_name,table_name,date,value,frequency,time_period_description,average_sales_2022,note_ref,dataset_code
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Nov,5.4,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Nov,8.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Dec,6.1,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Dec,5.3,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Dec,3.8,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Dec,6.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Dec,8.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jan,4.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jan,4.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jan,2.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jan,4.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jan,6.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Feb,5.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Feb,4.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Feb,3.8,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Feb,6.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Feb,6.4,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Mar,7.1,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Mar,5.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Mar,6.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Mar,7.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Mar,9.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Apr,7.5,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Apr,4.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Apr,9.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Apr,8.4,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Apr,10.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 May,6.6,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 May,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 May,6.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 May,8.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 May,10.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jun,4.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jun,2.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jun,3.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jun,6.9,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jun,7.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jul,4.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jul,2.6,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jul,2.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jul,6.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Jul,6.3,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Aug,4.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Aug,2.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Aug,4.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Aug,6.1,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Aug,4.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Sep,4.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Sep,3.1,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Sep,3.1,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Sep,6.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Sep,5.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Oct,4.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Oct,3.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Oct,3.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Oct,5.9,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Oct,5.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Nov,4.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Nov,3.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Nov,1.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Nov,6.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Nov,8.4,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Dec,3.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Dec,2.1,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Dec,1.8,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Dec,3.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2002 Dec,6.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jan,3.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jan,2.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jan,2.3,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jan,3.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jan,7.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Feb,2.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Feb,2.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Feb,1.5,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Feb,1.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Feb,3.4,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Mar,1.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Mar,2.3,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Mar,0.5,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Mar,0.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Mar,0.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Apr,1.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Apr,2.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Apr,0.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Apr,2.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Apr,-2.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 May,0.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 May,2.6,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 May,0.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 May,2.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 May,-4.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jun,1.9,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jun,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jun,1.5,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jun,4.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jun,-3.5,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jul,1.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jul,2.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jul,0.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jul,5.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Jul,-2.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Aug,2.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Aug,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Aug,-0.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Aug,5.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Aug,-1.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Sep,2.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Sep,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Sep,-0.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Sep,5.2,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Sep,-1.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Oct,2.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Oct,4.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Oct,-0.3,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Oct,5.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Oct,-1.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Nov,2.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Nov,3.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Nov,0.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Nov,5.4,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Nov,-1.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Dec,2.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Dec,2.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Dec,-1.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Dec,7.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2003 Dec,-0.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Jan,3.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Jan,2.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Jan,-0.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Jan,8.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Jan,1.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Feb,4.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Feb,3.1,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2004 Feb,0.8,monthly,Clothing and footwear,,,HN5U
